frame,timestamp,qw,qx,qy,qz,tx,ty,tz,confidence
203,6.766667,-0.60712442,0.69223042,0.0425902,0.38781833,-0.014959,-0.099448,1.070711,0.8
204,6.8,-0.60811656,0.69148061,0.04281546,0.38757664,-0.014961,-0.099371,1.069748,0.8
205,6.833333,-0.60899267,0.69080861,0.04304929,0.38737341,-0.014962,-0.099294,1.069007,0.8
206,6.866667,-0.60995115,0.69009893,0.04324286,0.38710867,-0.014962,-0.099265,1.068531,0.8
207,6.9,-0.61092671,0.68936249,0.04347937,0.38685586,-0.014975,-0.099233,1.067847,0.8
208,6.933333,-0.61182838,0.68864465,0.04379758,0.38667345,-0.015,-0.099151,1.066633,0.8
209,6.966667,-0.61256575,0.68812015,0.04389594,0.38642852,-0.014981,-0.099167,1.067084,0.8
210,7.0,-0.61327836,0.68763838,0.0439182,0.38615321,-0.014954,-0.099228,1.068086,0.8
211,7.033333,-0.61399475,0.68714075,0.04396625,0.38589506,-0.014939,-0.099282,1.068791,0.8
212,7.066667,-0.61461623,0.68673245,0.04394248,0.38563518,-0.014923,-0.099384,1.070118,0.8
213,7.1,-0.61518379,0.68637712,0.04387099,0.38537084,-0.014908,-0.0995,1.07155,0.8
214,7.133333,-0.61566653,0.68609435,0.04375812,0.38511622,-0.014892,-0.0996,1.072813,0.8
215,7.166667,-0.61607308,0.68587568,0.04361205,0.38487206,-0.014876,-0.099712,1.074233,0.8
216,7.2,-0.61677407,0.68539962,0.04360955,0.3845976,-0.014894,-0.099829,1.074829,0.8
217,7.233333,-0.61760114,0.68481427,0.04366818,0.38430629,-0.014921,-0.099947,1.075286,0.8
218,7.266667,-0.61839455,0.68426816,0.04368024,0.3840017,-0.014935,-0.100064,1.075971,0.8
219,7.3,-0.61933042,0.68359725,0.04375279,0.38367999,-0.014961,-0.10014,1.075772,0.8
220,7.333333,-0.62015613,0.68300026,0.04383083,0.38340041,-0.014978,-0.100208,1.075992,0.8
221,7.366667,-0.62091651,0.682449,0.04390672,0.3831426,-0.014988,-0.100327,1.077176,0.8
222,7.4,-0.62171412,0.68186818,0.04398767,0.38287391,-0.014998,-0.100446,1.07821,0.8
223,7.433333,-0.62243517,0.68135183,0.04403794,0.38261573,-0.015001,-0.100523,1.078868,0.8
224,7.466667,-0.62301081,0.68097065,0.04400021,0.38236172,-0.014992,-0.100605,1.079845,0.8
225,7.5,-0.62357478,0.68060378,0.04394293,0.38210208,-0.014993,-0.100751,1.081419,0.8
226,7.533333,-0.62417697,0.68018822,0.04393814,0.38185931,-0.015005,-0.100922,1.083027,0.8
